Date,Model,Region,Units_Sold,Price_Per_Unit,Revenue,Expenses,Profit
2023-09-18,iPhone 14,West,1,120000,120000,72869.60790281274,47130.39209718726
2023-09-18,iPhone 13,South,4,70000,280000,193198.14627236684,86801.85372763316
2023-09-18,iPhone 15 Pro,South,3,80000,240000,192524.53374126717,47475.466258732835
2023-09-18,iPhone 14,South,3,70000,210000,150006.19224107056,59993.80775892944
2023-09-18,iPhone 14,South,8,80000,640000,434611.5291215169,205388.4708784831
2023-09-18,iPhone 14,East,7,70000,490000,409569.85236565967,80430.14763434033
2023-09-18,iPhone 13,West,10,70000,700000,516723.5090785036,183276.4909214964
2023-09-18,iPhone 14,North,13,120000,1560000,1068110.3527550322,491889.64724496775
2023-09-18,iPhone 15,North,10,80000,800000,614796.2544633101,185203.74553668988
2023-09-19,iPhone 15,West,18,90000,1620000,1361255.3827499456,258744.61725005438
2023-09-19,iPhone 15 Pro,North,16,90000,1440000,1102085.9424299027,337914.05757009727
2023-09-19,iPhone 13,North,11,70000,770000,523796.31353104813,246203.68646895187
2023-09-19,iPhone 15 Pro,South,15,70000,1050000,869182.0159351929,180817.98406480707
2023-09-19,iPhone 15 Pro,West,18,90000,1620000,1221906.969672205,398093.0303277951
2023-09-19,iPhone 14,North,19,90000,1710000,1215551.647143796,494448.3528562039
2023-09-19,iPhone 15,North,5,120000,600000,484051.4822470385,115948.51775296149
2023-09-20,iPhone 13,East,6,80000,480000,389771.35965613456,90228.64034386544
2023-09-20,iPhone 15 Pro,East,15,70000,1050000,647266.3846454254,402733.61535457463
2023-09-20,iPhone 13,South,13,120000,1560000,1213833.7777616654,346166.2222383346
2023-09-20,iPhone 13,West,10,90000,900000,544916.5598717502,355083.4401282498
2023-09-20,iPhone 15 Pro,East,16,70000,1120000,896802.5842713128,223197.4157286872
2023-09-21,iPhone 13,West,16,70000,1120000,894443.5362579902,225556.46374200983
2023-09-21,iPhone 15 Pro,East,7,70000,490000,331375.87580098,158624.12419901998
2023-09-21,iPhone 14,North,3,70000,210000,169740.12845277734,40259.87154722266
2023-09-21,iPhone 15 Pro,North,1,70000,70000,58098.14816433188,11901.851835668123
2023-09-21,iPhone 14,South,7,120000,840000,655668.9837993106,184331.01620068937
2023-09-21,iPhone 14,South,17,80000,1360000,876931.3488507487,483068.65114925127
2023-09-21,iPhone 15 Pro,East,17,80000,1360000,1094200.6775865383,265799.32241346175
2023-09-21,iPhone 14,North,3,70000,210000,141546.14935712522,68453.85064287478
2023-09-22,iPhone 13,South,10,120000,1200000,809315.9544175551,390684.0455824449
2023-09-22,iPhone 13,West,7,90000,630000,462325.1105695126,167674.8894304874
2023-09-22,iPhone 15,East,18,70000,1260000,895256.150414645,364743.849585355
2023-09-22,iPhone 15,South,1,90000,90000,55805.04656552317,34194.95343447683
2023-09-22,iPhone 14,South,16,120000,1920000,1469938.3797101995,450061.62028980046
2023-09-22,iPhone 13,East,19,70000,1330000,952028.6783733661,377971.3216266339
2023-09-23,iPhone 14,West,4,120000,480000,346824.3425046754,133175.65749532462
2023-09-23,iPhone 15,East,8,90000,720000,539685.5274930693,180314.4725069307
2023-09-23,iPhone 15 Pro,North,1,120000,120000,84697.1832447056,35302.81675529441
2023-09-23,iPhone 14,North,10,90000,900000,682886.4907955601,217113.50920443994
2023-09-23,iPhone 14,South,2,120000,240000,194548.32771560148,45451.67228439852
2023-09-24,iPhone 15 Pro,North,8,120000,960000,743358.1848762998,216641.8151237002
2023-09-24,iPhone 13,South,10,80000,800000,584374.5945529793,215625.40544702066
2023-09-24,iPhone 13,West,5,80000,400000,289266.42258305283,110733.57741694717
2023-09-24,iPhone 13,East,1,90000,90000,72647.05665922514,17352.94334077486
2023-09-24,iPhone 13,North,3,70000,210000,152436.82368208992,57563.17631791008
2023-09-25,iPhone 13,North,6,120000,720000,512843.5018608284,207156.49813917163
2023-09-25,iPhone 15 Pro,West,1,120000,120000,76086.83334955348,43913.166650446525
2023-09-25,iPhone 15,North,14,90000,1260000,769653.8702771076,490346.1297228924
2023-09-25,iPhone 13,South,17,120000,2040000,1524616.042508167,515383.957491833
2023-09-25,iPhone 14,South,6,80000,480000,338138.25673275045,141861.74326724955
2023-09-25,iPhone 14,South,2,80000,160000,120872.96345223098,39127.03654776902
2023-09-25,iPhone 15,South,6,80000,480000,358691.3610979897,121308.63890201028
2023-09-25,iPhone 13,South,13,80000,1040000,637560.8800218656,402439.1199781344
2023-09-25,iPhone 14,North,15,70000,1050000,820289.6999987401,229710.3000012599
2023-09-25,iPhone 13,North,12,120000,1440000,1016373.2913956984,423626.70860430156
2023-09-25,iPhone 13,North,15,120000,1800000,1245998.0800683026,554001.9199316974
2023-09-25,iPhone 15 Pro,North,16,80000,1280000,842429.9516722428,437570.04832775716
2023-09-26,iPhone 14,North,10,80000,800000,499381.6869355622,300618.3130644378
2023-09-26,iPhone 15,East,4,80000,320000,199161.25598359085,120838.74401640915
2023-09-26,iPhone 14,West,16,120000,1920000,1413973.192994693,506026.80700530694
2023-09-26,iPhone 13,East,18,120000,2160000,1798214.4924596075,361785.50754039246
2023-09-27,iPhone 13,West,16,120000,1920000,1291993.5289894554,628006.4710105446
2023-09-27,iPhone 14,East,6,120000,720000,571000.7472094223,148999.2527905777
2023-09-27,iPhone 15 Pro,East,9,80000,720000,445788.6509364678,274211.3490635322
2023-09-27,iPhone 13,North,16,90000,1440000,1179207.492000377,260792.50799962296
2023-09-27,iPhone 15 Pro,North,16,90000,1440000,1176780.0501725788,263219.9498274212
2023-09-27,iPhone 15 Pro,East,19,80000,1520000,1111065.1306762726,408934.86932372744
2023-09-27,iPhone 13,East,8,90000,720000,492541.31493373803,227458.68506626197
2023-09-28,iPhone 14,South,2,90000,180000,137781.9719095098,42218.0280904902
2023-09-28,iPhone 15 Pro,West,19,70000,1330000,1114389.747797516,215610.25220248406
2023-09-28,iPhone 15 Pro,West,6,90000,540000,362663.5380877231,177336.46191227692
2023-09-28,iPhone 15,West,10,70000,700000,543533.6671321652,156466.33286783483
2023-09-28,iPhone 15 Pro,West,7,90000,630000,468377.2908972581,161622.7091027419
2023-09-28,iPhone 13,West,19,90000,1710000,1439444.3037039046,270555.6962960954
2023-09-29,iPhone 15,West,3,70000,210000,156121.57273359076,53878.42726640924
2023-09-29,iPhone 15 Pro,South,18,120000,2160000,1364323.865210412,795676.1347895879
2023-09-29,iPhone 14,West,8,90000,720000,574187.8897900584,145812.11020994163
2023-09-29,iPhone 13,West,17,120000,2040000,1274685.2172649386,765314.7827350614
2023-09-29,iPhone 13,East,2,120000,240000,155251.68287679364,84748.31712320636
2023-09-30,iPhone 15 Pro,South,5,90000,450000,376918.2331176507,73081.76688234927
2023-09-30,iPhone 13,South,14,90000,1260000,1061185.3582359932,198814.6417640068
2023-09-30,iPhone 13,North,1,120000,120000,90248.9284122569,29751.071587743107
2023-09-30,iPhone 15 Pro,North,16,120000,1920000,1565181.5471328816,354818.4528671184
2023-09-30,iPhone 15,West,9,120000,1080000,663997.0821479264,416002.91785207356
2023-09-30,iPhone 15 Pro,East,13,70000,910000,643789.9066931946,266210.09330680536
2023-09-30,iPhone 14,West,13,90000,1170000,790390.8753764551,379609.12462354486
2023-09-30,iPhone 15,North,18,70000,1260000,1011499.1820179898,248500.8179820102
2023-09-30,iPhone 15,South,6,90000,540000,401866.61064712686,138133.38935287314
2023-10-01,iPhone 15 Pro,South,9,80000,720000,546903.774879386,173096.22512061405
2023-10-01,iPhone 14,East,15,120000,1800000,1258445.6941381267,541554.3058618733
2023-10-01,iPhone 14,South,3,70000,210000,129552.86067454412,80447.13932545588
2023-10-01,iPhone 13,North,6,80000,480000,308425.7561858406,171574.24381415942
2023-10-01,iPhone 15 Pro,East,5,120000,600000,417983.6810597239,182016.3189402761
2023-10-01,iPhone 13,West,11,120000,1320000,962384.4653481862,357615.5346518138
2023-10-01,iPhone 14,West,9,90000,810000,627171.1234747107,182828.87652528926
2023-10-02,iPhone 14,East,11,120000,1320000,796015.553976071,523984.44602392905
2023-10-02,iPhone 14,West,14,90000,1260000,1052421.2441496288,207578.7558503712
2023-10-02,iPhone 13,North,3,70000,210000,131040.57813596669,78959.42186403331
2023-10-03,iPhone 14,West,17,90000,1530000,1054685.8745617068,475314.1254382932
2023-10-03,iPhone 15 Pro,North,11,70000,770000,525014.0167193107,244985.98328068934
2023-10-03,iPhone 13,East,19,80000,1520000,966668.9822666007,553331.0177333993
2023-10-03,iPhone 15,West,4,70000,280000,197399.00589191652,82600.99410808348
2023-10-03,iPhone 14,South,11,80000,880000,708374.0688770785,171625.93112292152
2023-10-03,iPhone 15,West,10,90000,900000,753741.2026973006,146258.79730269942
2023-10-03,iPhone 13,South,10,70000,700000,557351.9545989304,142648.04540106957
2023-10-04,iPhone 15 Pro,West,18,120000,2160000,1380878.5346685215,779121.4653314785
2023-10-04,iPhone 14,East,18,120000,2160000,1635086.2463817084,524913.7536182916
2023-10-04,iPhone 14,West,2,90000,180000,149616.97208690265,30383.02791309735
2023-10-04,iPhone 13,North,5,80000,400000,269652.1720391146,130347.82796088542
2023-10-04,iPhone 14,West,9,70000,630000,493981.39193288196,136018.60806711804
2023-10-04,iPhone 13,West,7,70000,490000,333423.8697507123,156576.1302492877
2023-10-04,iPhone 15 Pro,West,12,70000,840000,654101.5652848445,185898.4347151555
2023-10-04,iPhone 15 Pro,North,11,80000,880000,691260.3703628137,188739.6296371863
2023-10-04,iPhone 14,East,7,120000,840000,510686.76635510055,329313.23364489945
2023-10-04,iPhone 15 Pro,West,6,120000,720000,609047.6991980677,110952.30080193235
2023-10-04,iPhone 14,East,14,80000,1120000,859183.69081099,260816.30918900995
2023-10-04,iPhone 14,South,7,80000,560000,424415.16736397246,135584.83263602754
2023-10-04,iPhone 15 Pro,West,19,70000,1330000,1114734.8387880418,215265.16121195816
2023-10-04,iPhone 15,South,6,70000,420000,290975.26359809504,129024.73640190496
2023-10-05,iPhone 15,South,16,80000,1280000,1002983.4906299278,277016.50937007216
2023-10-05,iPhone 15,South,5,90000,450000,330047.2485668009,119952.7514331991
2023-10-05,iPhone 13,East,5,90000,450000,351186.5868169677,98813.4131830323
2023-10-05,iPhone 15,South,10,120000,1200000,1002386.9851182831,197613.01488171692
2023-10-05,iPhone 14,South,13,80000,1040000,839579.3648203398,200420.63517966017
2023-10-05,iPhone 13,South,12,80000,960000,725951.9812974596,234048.01870254043
2023-10-06,iPhone 14,West,11,90000,990000,660734.9508911273,329265.04910887266
2023-10-06,iPhone 13,East,16,120000,1920000,1431993.82955701,488006.17044299
2023-10-06,iPhone 15 Pro,West,13,90000,1170000,836858.0991792025,333141.90082079754
2023-10-06,iPhone 13,North,19,70000,1330000,835725.6167569857,494274.38324301434
2023-10-06,iPhone 15 Pro,West,2,90000,180000,145308.08907972407,34691.91092027593
2023-10-06,iPhone 15 Pro,South,6,80000,480000,353538.5509448636,126461.44905513641
2023-10-07,iPhone 13,South,8,120000,960000,669609.1866370331,290390.8133629669
2023-10-07,iPhone 15,South,8,70000,560000,462294.90520056384,97705.09479943616
2023-10-07,iPhone 15 Pro,East,8,80000,640000,474172.53484424774,165827.46515575226
2023-10-07,iPhone 15 Pro,East,5,120000,600000,482062.2443351321,117937.75566486787
2023-10-07,iPhone 13,North,8,120000,960000,658375.2419922122,301624.75800778775
2023-10-07,iPhone 15,South,17,70000,1190000,758233.6067261172,431766.3932738828
2023-10-08,iPhone 13,East,9,70000,630000,534039.1962014978,95960.8037985022
2023-10-08,iPhone 14,West,3,120000,360000,252767.06061874764,107232.93938125236
2023-10-08,iPhone 15 Pro,South,19,70000,1330000,886993.0139869773,443006.9860130227
2023-10-08,iPhone 13,West,13,90000,1170000,978936.0096921091,191063.99030789093
2023-10-08,iPhone 14,North,7,80000,560000,395944.596244701,164055.403755299
2023-10-09,iPhone 13,East,11,80000,880000,678428.2614511169,201571.73854888312
2023-10-09,iPhone 15 Pro,East,3,90000,270000,229307.58718367625,40692.41281632375
2023-10-09,iPhone 13,West,14,80000,1120000,820954.9039734001,299045.0960265999
2023-10-09,iPhone 14,West,18,120000,2160000,1412538.0406660754,747461.9593339246
2023-10-09,iPhone 14,North,18,120000,2160000,1713679.8498244125,446320.1501755875
2023-10-10,iPhone 14,East,1,80000,80000,49417.71011618252,30582.28988381748
2023-10-10,iPhone 13,North,7,120000,840000,511349.756665437,328650.243334563
2023-10-10,iPhone 15,South,8,80000,640000,414283.76002686005,225716.23997313995
2023-10-10,iPhone 14,East,10,70000,700000,560751.356160995,139248.64383900503
2023-10-10,iPhone 13,West,16,90000,1440000,884879.1260901749,555120.8739098251
2023-10-10,iPhone 15 Pro,South,18,70000,1260000,822793.6590907823,437206.3409092177
2023-10-10,iPhone 15 Pro,North,8,120000,960000,665759.848086143,294240.151913857
2023-10-10,iPhone 15,West,17,120000,2040000,1566380.355862533,473619.644137467
2023-10-10,iPhone 13,East,1,90000,90000,63120.411306574235,26879.588693425765
2023-10-10,iPhone 14,North,8,90000,720000,555903.5759172412,164096.42408275884
2023-10-10,iPhone 15,North,12,80000,960000,625893.1332631547,334106.86673684535
2023-10-11,iPhone 15 Pro,South,8,80000,640000,405199.8330026058,234800.16699739418
2023-10-11,iPhone 13,South,3,80000,240000,180614.93869738828,59385.06130261172
2023-10-11,iPhone 14,North,1,70000,70000,56234.7697506152,13765.230249384796
2023-10-11,iPhone 14,South,2,120000,240000,191819.55743874432,48180.44256125568
2023-10-11,iPhone 15 Pro,North,19,80000,1520000,1263903.3216589661,256096.67834103387
2023-10-11,iPhone 13,South,10,70000,700000,482828.95792076504,217171.04207923496
2023-10-12,iPhone 15 Pro,East,8,70000,560000,387956.75677062245,172043.24322937755
2023-10-12,iPhone 14,East,15,90000,1350000,908171.909632424,441828.090367576
2023-10-12,iPhone 15 Pro,North,9,80000,720000,463986.8030154265,256013.1969845735
2023-10-12,iPhone 15 Pro,South,8,80000,640000,531539.2697537949,108460.73024620512
2023-10-12,iPhone 15,South,5,120000,600000,461219.46444023337,138780.53555976663
2023-10-12,iPhone 15 Pro,East,11,80000,880000,541288.411134444,338711.58886555606
2023-10-12,iPhone 14,North,19,90000,1710000,1112391.044652855,597608.955347145
2023-10-12,iPhone 15 Pro,West,17,70000,1190000,724624.0073358725,465375.9926641275
2023-10-13,iPhone 14,South,7,70000,490000,411623.08267621585,78376.91732378415
2023-10-13,iPhone 15 Pro,East,19,90000,1710000,1044476.5231764942,665523.4768235058
2023-10-13,iPhone 15 Pro,East,14,70000,980000,827609.949422516,152390.05057748395
2023-10-13,iPhone 15,East,9,80000,720000,538015.0659977415,181984.93400225847
2023-10-14,iPhone 15 Pro,East,13,70000,910000,589798.043339004,320201.95666099596
2023-10-14,iPhone 15 Pro,South,1,80000,80000,51849.61535540843,28150.38464459157
2023-10-14,iPhone 15,West,6,90000,540000,387203.997988827,152796.002011173
2023-10-14,iPhone 14,West,12,90000,1080000,884265.9203256145,195734.0796743855
2023-10-14,iPhone 14,South,7,70000,490000,394189.5727898329,95810.42721016711
2023-10-14,iPhone 15 Pro,East,15,120000,1800000,1334970.7728932202,465029.2271067798
2023-10-15,iPhone 13,East,5,90000,450000,340458.8731620599,109541.12683794007
2023-10-15,iPhone 13,South,7,70000,490000,321101.330119943,168898.669880057
2023-10-15,iPhone 15,South,14,90000,1260000,902387.416202606,357612.58379739395
2023-10-15,iPhone 14,North,4,120000,480000,339261.7394890046,140738.2605109954
2023-10-15,iPhone 13,East,14,70000,980000,770872.640235648,209127.35976435198
2023-10-15,iPhone 13,South,9,120000,1080000,650147.6289452061,429852.37105479394
2023-10-15,iPhone 13,North,7,80000,560000,444402.0164892211,115597.98351077893
2023-10-15,iPhone 14,West,14,90000,1260000,772900.4316630525,487099.5683369475
2023-10-15,iPhone 15 Pro,East,7,70000,490000,322648.7985955786,167351.20140442142
2023-10-16,iPhone 15 Pro,North,10,90000,900000,680490.1096812367,219509.89031876333
2023-10-16,iPhone 13,East,18,90000,1620000,1207364.9055641703,412635.09443582967
2023-10-16,iPhone 14,West,16,120000,1920000,1612216.610268015,307783.38973198505
2023-10-16,iPhone 13,West,7,90000,630000,427849.08703587076,202150.91296412924
2023-10-16,iPhone 14,North,19,80000,1520000,1197392.5253842913,322607.4746157087
2023-10-16,iPhone 14,North,8,120000,960000,619594.3767738519,340405.6232261481
2023-10-16,iPhone 15 Pro,South,1,70000,70000,52623.514868849576,17376.485131150424
2023-10-16,iPhone 15 Pro,North,1,90000,90000,54993.51110501395,35006.48889498605
2023-10-16,iPhone 15 Pro,South,14,120000,1680000,1022432.4722710818,657567.5277289182
2023-10-16,iPhone 14,North,16,90000,1440000,1065384.7617233666,374615.23827663343
2023-10-16,iPhone 15 Pro,North,12,120000,1440000,1093299.6871536763,346700.3128463237
2023-10-16,iPhone 15,North,8,70000,560000,440379.5132429491,119620.48675705091
2023-10-16,iPhone 13,North,12,70000,840000,526860.6937957975,313139.30620420247
2023-10-17,iPhone 14,South,19,120000,2280000,1911724.4028436725,368275.59715632745
2023-10-17,iPhone 14,South,7,70000,490000,372954.3291196191,117045.6708803809
2023-10-17,iPhone 15 Pro,East,6,120000,720000,611976.858889344,108023.14111065597
2023-10-17,iPhone 14,West,3,90000,270000,172103.2316260053,97896.76837399471
2023-10-17,iPhone 15 Pro,East,10,90000,900000,676329.5122229917,223670.48777700833
2023-10-18,iPhone 15,East,13,90000,1170000,894790.7050743026,275209.2949256974
2023-10-18,iPhone 14,West,3,90000,270000,200892.51534424088,69107.48465575912
2023-10-18,iPhone 15,North,19,80000,1520000,1212782.395093419,307217.6049065811
2023-10-18,iPhone 15,South,14,120000,1680000,1335332.5713200418,344667.4286799582
2023-10-19,iPhone 15,South,3,120000,360000,281029.86869545403,78970.13130454597
2023-10-19,iPhone 13,East,18,70000,1260000,778373.7122704035,481626.2877295965
2023-10-19,iPhone 15 Pro,South,15,120000,1800000,1232536.8767362018,567463.1232637982
2023-10-19,iPhone 15,North,13,70000,910000,769636.2379856488,140363.7620143512
2023-10-20,iPhone 15,West,19,90000,1710000,1131886.140535922,578113.859464078
